corruption,severity,sample_index,true_label,gate_score,gate_threshold,ood_flag,weights_stable,status,pred_set_size,pred_set
motion_blur,1,6336,4,-9.192855834960938,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6337,9,-10.353790283203125,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6338,7,-7.936118125915527,-6.272093772888184,0,1,mild-shift(weighted),2,"[5, 7]"
motion_blur,1,6339,3,-8.532289505004883,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6340,3,-10.527509689331055,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6341,2,-8.322158813476562,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6342,8,-7.866873741149902,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6343,8,-12.87437629699707,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6344,5,-9.080078125,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6345,3,-7.992715835571289,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6346,8,-12.185831069946289,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6347,0,-9.623129844665527,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6348,8,-6.2318196296691895,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6349,0,-3.9255080223083496,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6350,0,-9.734437942504883,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6351,0,-9.365031242370605,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6352,2,-12.00331974029541,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6353,2,-7.532209873199463,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6354,7,-7.2547287940979,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6355,0,-7.126022815704346,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6356,7,-8.87752628326416,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6357,7,-10.418173789978027,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6358,7,-11.732531547546387,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6359,2,-9.038229942321777,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6360,2,-7.114346981048584,-6.272093772888184,0,1,mild-shift(weighted),2,"[2, 5]"
motion_blur,1,6361,0,-6.9307966232299805,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6362,4,-15.034038543701172,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6363,0,-13.825627326965332,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6364,3,-3.9083399772644043,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6365,7,-11.429784774780273,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6366,8,-7.471977233886719,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6367,4,-6.917636394500732,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6368,7,-11.891510963439941,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6369,9,-5.518657207489014,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6370,6,-8.185881614685059,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6371,1,-6.935171127319336,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6372,1,-8.563217163085938,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6373,6,-7.894863605499268,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6374,9,-10.765495300292969,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6375,3,-12.441065788269043,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6376,8,-13.422333717346191,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6377,9,-14.235024452209473,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6378,5,-9.27786922454834,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6379,8,-10.784794807434082,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6380,3,-11.018568992614746,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6381,9,-8.529791831970215,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6382,4,-6.987530708312988,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6383,3,-8.069253921508789,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6384,7,-7.186936855316162,-6.272093772888184,0,1,mild-shift(weighted),2,"[7, 2]"
motion_blur,1,6385,5,-7.20135498046875,-6.272093772888184,0,1,mild-shift(weighted),2,"[3, 5]"
motion_blur,1,6386,5,-7.453509330749512,-6.272093772888184,0,1,mild-shift(weighted),2,"[5, 3]"
motion_blur,1,6387,2,-7.013463020324707,-6.272093772888184,0,1,mild-shift(weighted),2,"[2, 5]"
motion_blur,1,6388,7,-7.505319118499756,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6389,5,-7.414762020111084,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6390,7,-11.510747909545898,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6391,9,-7.849971771240234,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6392,6,-13.21818733215332,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6393,3,-8.258545875549316,-6.272093772888184,0,1,mild-shift(weighted),2,"[3, 5]"
motion_blur,1,6394,0,-7.8946852684021,-6.272093772888184,0,1,mild-shift(weighted),2,"[8, 0]"
motion_blur,1,6395,8,-10.655091285705566,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6396,4,-6.5783915519714355,-6.272093772888184,0,1,mild-shift(weighted),3,"[3, 6, 2]"
motion_blur,1,6397,5,-12.382206916809082,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6398,6,-13.265375137329102,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6399,1,-10.394414901733398,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6400,0,-5.648136138916016,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6401,4,-4.690093040466309,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6402,8,-8.75667953491211,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6403,4,-13.157878875732422,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6404,7,-11.127820014953613,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6405,1,-3.540390968322754,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6406,3,-8.74737548828125,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6407,2,-14.825780868530273,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6408,0,-11.211518287658691,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6409,9,-7.869757652282715,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6410,1,-10.944263458251953,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6411,8,-9.654792785644531,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6412,8,-7.403512001037598,-6.272093772888184,0,1,mild-shift(weighted),2,"[8, 0]"
motion_blur,1,6413,6,-12.846524238586426,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6414,8,-11.632890701293945,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6415,1,-7.349514961242676,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6416,7,-9.776744842529297,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6417,1,-6.983519077301025,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6418,0,-13.77393913269043,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6419,9,-5.957217216491699,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6420,7,-10.488133430480957,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6421,6,-7.661420822143555,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6422,4,-6.470975399017334,-6.272093772888184,0,1,mild-shift(weighted),2,"[4, 3]"
motion_blur,1,6423,5,-8.959155082702637,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6424,8,-6.215295791625977,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6425,2,-10.51365852355957,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6426,1,-10.10142707824707,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6427,2,-11.003740310668945,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6428,5,-6.109020233154297,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6429,8,-9.529313087463379,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6430,1,-7.745121002197266,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6431,1,-10.547828674316406,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6432,8,-5.418337821960449,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6433,8,-6.382989883422852,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6434,0,-8.250810623168945,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6435,9,-6.015073299407959,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6436,0,-5.233482360839844,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6437,0,-9.147024154663086,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6438,4,-5.090150356292725,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6439,3,-7.844728946685791,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6440,3,-8.688685417175293,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6441,5,-7.432973384857178,-6.272093772888184,0,1,mild-shift(weighted),2,"[5, 3]"
motion_blur,1,6442,6,-7.4437174797058105,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6443,6,-4.37384033203125,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6444,3,-8.854249000549316,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6445,1,-8.988295555114746,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6446,4,-6.270427227020264,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6447,4,-6.863973617553711,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6448,7,-5.97499942779541,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6449,8,-11.2351713180542,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6450,0,-9.230175018310547,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6451,1,-6.372878074645996,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6452,4,-5.474948883056641,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6453,8,-8.604769706726074,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6454,4,-8.904674530029297,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6455,6,-7.348333835601807,-6.272093772888184,0,1,mild-shift(weighted),2,"[3, 6]"
motion_blur,1,6456,2,-11.342864036560059,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6457,2,-9.3804292678833,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6458,2,-12.432587623596191,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6459,6,-11.160088539123535,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6460,3,-12.501547813415527,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6461,4,-7.495728492736816,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6462,0,-11.499283790588379,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6463,8,-7.260601997375488,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6464,1,-5.586475372314453,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6465,3,-11.130948066711426,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6466,8,-6.615809440612793,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6467,3,-9.901529312133789,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6468,8,-12.664529800415039,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6469,9,-5.126053333282471,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6470,1,-7.393037796020508,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6471,6,-6.879964351654053,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6472,1,-10.067319869995117,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6473,9,-4.5605058670043945,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6474,8,-6.922839164733887,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6475,2,-10.844054222106934,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6476,0,-12.791725158691406,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6477,4,-8.975172996520996,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6478,7,-5.759370803833008,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6479,4,-9.816669464111328,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6480,0,-6.279581546783447,-6.272093772888184,0,1,mild-shift(weighted),2,"[0, 4]"
motion_blur,1,6481,0,-5.332794189453125,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6482,7,-5.729910850524902,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6483,6,-9.354305267333984,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6484,8,-10.355308532714844,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6485,9,-6.704562187194824,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6486,8,-4.128447532653809,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6487,6,-13.3231840133667,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6488,2,-9.378194808959961,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6489,8,-9.752251625061035,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6490,8,-4.960075378417969,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6491,0,-5.219147205352783,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6492,1,-10.175956726074219,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6493,1,-3.555609703063965,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6494,0,-9.1639404296875,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6495,7,-11.753808975219727,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6496,7,-5.176258563995361,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6497,4,-5.239423751831055,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6498,4,-6.88277006149292,-6.272093772888184,0,1,mild-shift(weighted),2,"[3, 4]"
motion_blur,1,6499,7,-7.838839054107666,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6500,7,-4.7378034591674805,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6501,2,-11.951315879821777,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6502,6,-7.891058921813965,-6.272093772888184,0,1,mild-shift(weighted),2,"[5, 6]"
motion_blur,1,6503,6,-6.12023401260376,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6504,7,-7.6713151931762695,-6.272093772888184,0,1,mild-shift(weighted),2,"[7, 5]"
motion_blur,1,6505,4,-13.567164421081543,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6506,5,-11.993330001831055,-6.272093772888184,0,1,mild-shift(weighted),2,"[5, 3]"
motion_blur,1,6507,4,-4.1072163581848145,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6508,0,-14.563248634338379,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6509,9,-11.10818099975586,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6510,4,-5.315806865692139,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6511,7,-9.12448501586914,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6512,2,-11.051398277282715,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6513,5,-12.737713813781738,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6514,3,-7.410161972045898,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6515,2,-4.648136138916016,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6516,2,-13.768006324768066,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6517,7,-8.198275566101074,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6518,6,-11.418075561523438,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6519,2,-10.564779281616211,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6520,6,-12.17009162902832,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6521,4,-12.10067081451416,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6522,9,-7.2090888023376465,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6523,6,-6.037348747253418,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6524,8,-11.841597557067871,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6525,3,-14.597944259643555,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6526,8,-8.993539810180664,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6527,5,-9.833587646484375,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6528,5,-6.787939548492432,-6.272093772888184,0,1,mild-shift(weighted),2,"[5, 3]"
motion_blur,1,6529,2,-9.543391227722168,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6530,3,-10.610642433166504,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6531,4,-6.195450305938721,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6532,5,-10.212353706359863,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6533,2,-5.807048797607422,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6534,7,-12.908905982971191,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6535,5,-5.352502822875977,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6536,1,-6.961177825927734,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6537,5,-10.544438362121582,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6538,3,-7.155751705169678,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6539,7,-11.012863159179688,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6540,8,-12.085895538330078,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6541,8,-6.947807312011719,-6.272093772888184,0,1,mild-shift(weighted),2,"[8, 0]"
motion_blur,1,6542,9,-9.077125549316406,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6543,6,-5.383444309234619,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6544,0,-6.453800201416016,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6545,9,-7.122900009155273,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6546,2,-11.846649169921875,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6547,6,-12.45454216003418,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6548,0,-9.928136825561523,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6549,0,-4.362027168273926,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6550,1,-9.959285736083984,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6551,4,-7.457737445831299,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6552,1,-8.765900611877441,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6553,3,-12.412005424499512,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6554,5,-12.328742980957031,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6555,1,-11.23804759979248,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6556,8,-7.1424784660339355,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6557,9,-5.288900375366211,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6558,6,-10.219734191894531,-6.272093772888184,0,1,mild-shift(weighted),2,"[6, 3]"
motion_blur,1,6559,2,-6.65511417388916,-6.272093772888184,0,1,mild-shift(weighted),2,"[4, 2]"
motion_blur,1,6560,6,-7.678305149078369,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6561,9,-5.755177974700928,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6562,5,-5.108191967010498,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6563,6,-8.169023513793945,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6564,5,-7.0287604331970215,-6.272093772888184,0,1,mild-shift(weighted),2,"[5, 3]"
motion_blur,1,6565,9,-3.3310344219207764,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6566,1,-8.766425132751465,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6567,4,-10.23476791381836,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6568,2,-8.197200775146484,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6569,8,-4.223443508148193,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6570,9,-4.041459560394287,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6571,5,-13.531285285949707,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6572,4,-11.167011260986328,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6573,7,-9.710368156433105,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6574,0,-4.743647575378418,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6575,3,-13.234126091003418,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6576,7,-6.479119777679443,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6577,1,-8.336479187011719,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6578,6,-7.460748672485352,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6579,9,-7.7905592918396,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6580,1,-4.044506549835205,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6581,1,-6.465829849243164,-6.272093772888184,0,1,mild-shift(weighted),2,"[1, 9]"
motion_blur,1,6582,4,-9.015480041503906,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6583,0,-12.70405387878418,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6584,5,-11.104011535644531,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6585,1,-12.873006820678711,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6586,6,-12.63422966003418,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6587,3,-8.82937240600586,-6.272093772888184,0,1,mild-shift(weighted),1,[3]
motion_blur,1,6588,0,-8.632429122924805,-6.272093772888184,0,1,mild-shift(weighted),2,"[2, 8]"
motion_blur,1,6589,2,-9.689061164855957,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6590,5,-5.229596138000488,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6591,5,-10.339761734008789,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6592,5,-16.283397674560547,-6.272093772888184,0,1,mild-shift(weighted),1,[5]
motion_blur,1,6593,2,-11.081741333007812,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6594,8,-4.077672004699707,-6.272093772888184,1,1,abstain/OOD,0,[]
motion_blur,1,6595,2,-8.020408630371094,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6596,3,-8.513923645019531,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
motion_blur,1,6597,1,-9.368816375732422,-6.272093772888184,0,1,mild-shift(weighted),1,[1]
motion_blur,1,6598,6,-9.753311157226562,-6.272093772888184,0,1,mild-shift(weighted),1,[6]
motion_blur,1,6599,2,-7.878437519073486,-6.272093772888184,0,1,mild-shift(weighted),3,"[2, 4, 3]"
motion_blur,1,6600,7,-11.164579391479492,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6601,0,-8.158374786376953,-6.272093772888184,0,1,mild-shift(weighted),1,[0]
motion_blur,1,6602,8,-12.047871589660645,-6.272093772888184,0,1,mild-shift(weighted),1,[8]
motion_blur,1,6603,9,-10.416388511657715,-6.272093772888184,0,1,mild-shift(weighted),1,[9]
motion_blur,1,6604,2,-11.868857383728027,-6.272093772888184,0,1,mild-shift(weighted),0,[]
motion_blur,1,6605,6,-6.417224407196045,-6.272093772888184,0,1,mild-shift(weighted),3,"[5, 3, 6]"
motion_blur,1,6606,4,-10.063379287719727,-6.272093772888184,0,1,mild-shift(weighted),1,[4]
motion_blur,1,6607,7,-6.495785713195801,-6.272093772888184,0,1,mild-shift(weighted),1,[7]
motion_blur,1,6608,5,-7.115176677703857,-6.272093772888184,0,1,mild-shift(weighted),1,[2]
